event_year,event_month,event_dow,event_hour,event_type,division,apprehension_made,hood_140
2015,October,Friday,13,Overdose,D14,No,5
2015,November,Wednesday,7,Suicide-related,D43,No,28
2014,March,Saturday,14,Person in Crisis,D52,No,2
2014,July,Monday,16,Overdose,D22,No,37
2014,March,Sunday,1,Overdose,D41,No,106
2014,December,Saturday,15,Overdose,D12,No,72
2014,September,Monday,21,Suicide-related,D42,Yes,26
2015,July,Sunday,5,Suicide-related,D12,No,77
2014,May,Friday,14,Suicide-related,D23,No,17
2015,July,Monday,18,Overdose,D32,Yes,33
2015,May,Saturday,18,Overdose,D42,Yes,108
2014,August,Sunday,10,Suicide-related,D53,No,20
2015,June,Friday,16,Overdose,D33,No,19
2015,July,Saturday,4,Person in Crisis,D51,No,37
2014,September,Saturday,19,Person in Crisis,D54,No,6
2014,November,Saturday,13,Person in Crisis,D43,No,28
2015,July,Wednesday,7,Suicide-related,D54,No,65
2014,May,Friday,18,Overdose,D52,No,107
2015,July,Tuesday,22,Suicide-related,D14,Yes,45
2015,June,Saturday,22,Suicide-related,D22,No,85
2014,February,Thursday,8,Person in Crisis,D22,Yes,121
2014,November,Friday,11,Suicide-related,D52,No,102
2015,January,Wednesday,5,Suicide-related,D51,No,19
2015,January,Thursday,16,Overdose,D31,No,68
2015,December,Sunday,4,Overdose,D43,No,100
2014,May,Thursday,23,Person in Crisis,D42,No,17
2014,March,Tuesday,6,Suicide-related,D54,No,34
2014,March,Friday,22,Person in Crisis,D22,Yes,43
2014,May,Wednesday,23,Suicide-related,D55,Yes,86
2015,May,Thursday,0,Overdose,D13,No,20
2014,December,Friday,16,Overdose,D31,Yes,54
2015,July,Thursday,23,Person in Crisis,D13,No,44
2014,February,Sunday,19,Overdose,D53,No,52
2014,December,Tuesday,19,Suicide-related,D22,Yes,106
2015,April,Wednesday,21,Person in Crisis,D31,No,99
2014,August,Friday,4,Person in Crisis,D55,No,68
2015,March,Wednesday,22,Suicide-related,D11,Yes,130
2015,October,Thursday,12,Overdose,D53,No,15
2014,October,Monday,8,Person in Crisis,D53,No,45
2015,July,Saturday,2,Suicide-related,D41,No,61
2015,May,Wednesday,6,Suicide-related,D41,No,62
2015,January,Saturday,6,Person in Crisis,D55,No,24
2015,May,Friday,23,Person in Crisis,D14,No,53
2015,October,Sunday,2,Suicide-related,D31,No,134
2015,February,Friday,8,Overdose,D12,No,127
2015,January,Monday,5,Person in Crisis,D33,No,79
2015,January,Friday,14,Overdose,D51,No,36
2015,October,Saturday,3,Overdose,D54,No,64
2014,June,Monday,16,Person in Crisis,D13,No,71
2014,August,Sunday,8,Suicide-related,D42,No,132
2014,April,Sunday,4,Overdose,D43,No,105
2015,February,Saturday,22,Overdose,D51,No,30
2014,April,Saturday,14,Overdose,D23,Yes,60
2015,February,Friday,0,Person in Crisis,D22,No,87
2014,December,Sunday,20,Person in Crisis,D53,Yes,116
2014,June,Wednesday,5,Person in Crisis,D51,No,101
2014,September,Thursday,11,Suicide-related,D51,No,89
2015,February,Saturday,10,Overdose,D54,No,138
2014,February,Sunday,1,Suicide-related,D12,No,49
2014,March,Friday,15,Suicide-related,D53,No,111
2014,August,Wednesday,5,Person in Crisis,D43,No,14
2015,April,Thursday,12,Person in Crisis,D33,No,124
2014,May,Friday,1,Suicide-related,D11,No,26
2014,November,Saturday,5,Suicide-related,D52,No,11
2014,September,Thursday,22,Person in Crisis,D13,Yes,134
2015,August,Sunday,9,Suicide-related,D43,No,64
2014,August,Tuesday,6,Suicide-related,D54,No,57
2015,September,Monday,9,Suicide-related,D41,No,33
2014,April,Sunday,21,Person in Crisis,D12,No,93
2015,November,Wednesday,12,Person in Crisis,D42,No,5
2015,December,Monday,17,Person in Crisis,D42,Yes,42
2015,May,Monday,1,Person in Crisis,D14,No,23
2015,August,Saturday,3,Overdose,D32,Yes,118
2014,August,Wednesday,1,Overdose,D52,Yes,57
2014,February,Sunday,7,Overdose,D33,No,126
2015,February,Saturday,22,Overdose,D51,No,48
2015,October,Wednesday,8,Person in Crisis,D32,No,73
2014,January,Friday,9,Overdose,D31,No,71
2014,June,Monday,12,Suicide-related,D23,Yes,126
2014,December,Friday,17,Overdose,D33,No,79
2014,October,Saturday,10,Person in Crisis,D14,No,110
2014,August,Friday,4,Overdose,D13,No,95
2014,May,Saturday,6,Overdose,D43,No,61
2015,August,Friday,1,Overdose,D23,No,85
2014,August,Sunday,15,Suicide-related,D13,No,98
2015,October,Wednesday,0,Overdose,D13,Yes,80
2014,June,Wednesday,11,Suicide-related,D31,Yes,83
2015,May,Saturday,5,Suicide-related,D12,No,139
2015,October,Friday,21,Suicide-related,D22,No,123
2014,March,Friday,4,Person in Crisis,D54,Yes,105
2014,September,Friday,19,Suicide-related,D53,No,45
2014,January,Sunday,21,Suicide-related,D14,No,113
2014,March,Friday,16,Suicide-related,D41,No,5
2014,January,Wednesday,22,Suicide-related,D13,No,49
2015,September,Monday,6,Suicide-related,D14,No,34
2014,September,Wednesday,4,Person in Crisis,D43,No,43
2015,May,Friday,11,Suicide-related,D51,No,17
2014,May,Saturday,3,Person in Crisis,D12,No,100
2015,July,Tuesday,11,Overdose,D54,No,85
2014,June,Thursday,6,Overdose,D43,No,97
2014,May,Wednesday,17,Overdose,D11,No,43
2014,February,Saturday,0,Overdose,D41,No,68
2015,June,Friday,15,Person in Crisis,D51,No,106
2014,October,Saturday,2,Suicide-related,D51,No,123
2014,December,Saturday,6,Overdose,D53,Yes,54
2015,June,Saturday,1,Person in Crisis,D14,No,23
2015,May,Monday,19,Person in Crisis,D43,No,82
2015,September,Tuesday,0,Overdose,D52,No,118
2014,February,Sunday,12,Suicide-related,D42,No,15
2015,January,Thursday,3,Person in Crisis,D12,No,73
2015,September,Friday,14,Suicide-related,D31,No,27
2014,March,Monday,7,Overdose,D54,No,96
2015,October,Wednesday,12,Person in Crisis,D52,No,15
2014,March,Wednesday,0,Suicide-related,D54,No,68
2015,March,Monday,16,Person in Crisis,D13,No,55
2014,June,Friday,5,Person in Crisis,D55,No,30
2014,March,Sunday,7,Suicide-related,D41,Yes,108
2015,January,Monday,16,Suicide-related,D52,No,3
2015,October,Monday,16,Overdose,D42,No,127
2014,June,Thursday,3,Overdose,D42,No,12
2015,May,Sunday,7,Overdose,D54,No,88
2015,March,Friday,11,Person in Crisis,D51,No,137
2014,March,Thursday,10,Overdose,D53,No,71
2014,January,Monday,2,Overdose,D14,No,4
2014,March,Sunday,16,Overdose,D42,Yes,25
2015,October,Friday,6,Person in Crisis,D13,No,61
2015,December,Wednesday,8,Suicide-related,D32,No,63
2014,November,Tuesday,22,Person in Crisis,D22,No,61
2015,March,Thursday,8,Suicide-related,D43,No,87
2015,November,Friday,21,Suicide-related,D11,No,89
2015,September,Saturday,8,Overdose,D31,No,79
2015,October,Tuesday,21,Overdose,D23,No,47
2014,May,Wednesday,0,Person in Crisis,D51,No,20
2014,April,Wednesday,0,Person in Crisis,D51,No,100
2015,September,Tuesday,2,Person in Crisis,D14,No,85
2014,August,Saturday,5,Suicide-related,D41,No,105
2014,December,Tuesday,7,Suicide-related,D55,No,78
2014,August,Friday,12,Overdose,D32,No,46
2015,January,Tuesday,21,Suicide-related,D52,No,46
2015,April,Sunday,7,Suicide-related,D11,No,32
2014,June,Sunday,17,Suicide-related,D11,No,67
2014,May,Saturday,9,Overdose,D43,No,125
2014,July,Thursday,1,Overdose,D55,No,86
2015,October,Friday,10,Overdose,D22,No,7
2015,March,Friday,12,Person in Crisis,D52,No,94
2015,September,Thursday,1,Person in Crisis,D42,No,28
2014,April,Wednesday,13,Suicide-related,D32,No,106
2014,June,Friday,0,Suicide-related,D13,No,92
2015,May,Thursday,4,Overdose,D52,No,70
2014,October,Saturday,11,Person in Crisis,D41,Yes,12
2015,December,Saturday,2,Person in Crisis,D42,Yes,5
2014,December,Tuesday,22,Overdose,D41,No,83
2015,February,Monday,19,Suicide-related,D41,Yes,57
2014,July,Monday,2,Suicide-related,D52,Yes,6
2015,July,Wednesday,13,Suicide-related,D54,No,3
2015,March,Tuesday,7,Overdose,D33,No,123
2014,December,Monday,4,Person in Crisis,D31,No,114
2015,July,Tuesday,5,Person in Crisis,D52,Yes,97
2014,May,Saturday,2,Person in Crisis,D53,No,129
2015,October,Sunday,12,Overdose,D55,No,70
2015,September,Saturday,11,Suicide-related,D13,No,78
2015,May,Sunday,5,Overdose,D11,No,29
2014,April,Wednesday,19,Person in Crisis,D43,Yes,75
2015,March,Saturday,3,Suicide-related,D23,No,27
2014,May,Monday,11,Person in Crisis,D43,Yes,126
2014,October,Wednesday,15,Suicide-related,D32,Yes,80
2014,October,Sunday,3,Suicide-related,D11,No,47
2015,September,Monday,16,Overdose,D55,No,115
2014,June,Monday,15,Person in Crisis,D33,No,43
2014,July,Thursday,3,Person in Crisis,D31,No,13
2015,May,Thursday,18,Suicide-related,D23,No,38
2014,January,Thursday,14,Person in Crisis,D11,Yes,42
2014,July,Sunday,20,Person in Crisis,D33,No,76
2014,November,Tuesday,21,Overdose,D42,No,57
2014,August,Friday,4,Overdose,D54,No,82
2015,July,Saturday,14,Suicide-related,D11,No,93
2014,February,Thursday,20,Suicide-related,D42,No,25
2015,March,Saturday,17,Person in Crisis,D23,Yes,8
2014,December,Saturday,23,Suicide-related,D52,Yes,95
2015,August,Thursday,3,Person in Crisis,D22,No,43
2014,May,Wednesday,23,Overdose,D14,No,20
2015,March,Saturday,5,Overdose,D13,No,101
2014,February,Thursday,0,Person in Crisis,D32,No,114
2015,July,Friday,18,Overdose,D31,No,73
2015,April,Tuesday,16,Suicide-related,D12,Yes,103
2014,October,Monday,5,Suicide-related,D11,No,57
2015,November,Tuesday,20,Suicide-related,D12,No,98
2014,January,Sunday,11,Overdose,D54,Yes,29
2015,April,Saturday,21,Overdose,D31,Yes,135
2014,May,Tuesday,3,Overdose,D43,No,76
2014,October,Thursday,16,Overdose,D41,No,131
2014,March,Wednesday,13,Person in Crisis,D33,No,116
2015,September,Thursday,23,Person in Crisis,D55,No,139
2014,April,Thursday,7,Person in Crisis,D31,No,129
2015,August,Saturday,15,Suicide-related,D11,No,83
2015,April,Tuesday,18,Overdose,D31,No,1
2015,May,Friday,0,Suicide-related,D41,No,43
2014,December,Wednesday,1,Overdose,D52,No,60
2015,September,Tuesday,2,Overdose,D51,No,109
2014,June,Friday,13,Suicide-related,D31,No,15
2015,April,Thursday,16,Person in Crisis,D42,No,124
2014,May,Tuesday,20,Person in Crisis,D42,No,90
2015,May,Wednesday,11,Person in Crisis,D33,No,47
2014,January,Friday,6,Suicide-related,D43,No,69
2014,January,Tuesday,18,Person in Crisis,D23,Yes,75
2015,September,Monday,21,Person in Crisis,D51,No,54
2014,December,Wednesday,11,Person in Crisis,D43,No,95
2015,May,Thursday,18,Overdose,D22,No,134
2015,December,Sunday,3,Suicide-related,D12,No,66
2015,February,Thursday,22,Suicide-related,D23,Yes,86
2015,September,Wednesday,23,Overdose,D33,No,140
2014,May,Friday,11,Suicide-related,D14,No,42
2015,June,Tuesday,7,Overdose,D12,Yes,130
2015,December,Saturday,17,Overdose,D22,No,132
2014,February,Thursday,1,Overdose,D55,Yes,109
2014,December,Friday,10,Overdose,D23,No,105
2014,March,Tuesday,9,Suicide-related,D32,No,90
2014,January,Monday,19,Overdose,D51,No,35
2014,January,Sunday,14,Overdose,D33,No,138
2015,April,Monday,17,Overdose,D14,No,48
2015,May,Monday,15,Overdose,D53,No,59
2015,February,Sunday,8,Suicide-related,D33,No,37
2014,June,Friday,17,Overdose,D53,Yes,60
2015,October,Saturday,22,Person in Crisis,D53,No,104
2015,September,Tuesday,19,Overdose,D11,No,99
2014,April,Tuesday,22,Overdose,D51,No,12
2015,October,Tuesday,6,Overdose,D41,Yes,139
2015,June,Monday,14,Overdose,D54,No,117
2015,November,Sunday,12,Person in Crisis,D33,Yes,84
2014,July,Saturday,11,Suicide-related,D33,No,139
2015,June,Wednesday,14,Overdose,D32,No,104
2015,November,Sunday,15,Person in Crisis,D43,No,15
2014,August,Wednesday,21,Suicide-related,D12,Yes,107
2014,September,Saturday,0,Suicide-related,D14,No,99
2015,January,Friday,8,Person in Crisis,D12,No,4
2015,June,Thursday,13,Overdose,D12,No,110
2014,July,Friday,6,Suicide-related,D55,No,119
2015,April,Tuesday,8,Overdose,D13,Yes,65
2015,June,Sunday,3,Person in Crisis,D13,No,73
2015,August,Wednesday,2,Suicide-related,D51,No,123
2015,December,Thursday,10,Person in Crisis,D13,No,60
2015,April,Friday,16,Suicide-related,D31,Yes,126
2015,May,Sunday,3,Person in Crisis,D11,No,132
2014,May,Friday,4,Suicide-related,D54,No,60
2014,February,Tuesday,8,Suicide-related,D51,No,3
2015,November,Thursday,0,Person in Crisis,D42,Yes,69
2015,January,Monday,10,Suicide-related,D43,No,68
2014,February,Sunday,12,Person in Crisis,D23,No,98
2014,August,Sunday,15,Person in Crisis,D11,No,112
2015,December,Wednesday,23,Overdose,D53,Yes,124
2015,July,Friday,22,Overdose,D54,No,94
2015,January,Tuesday,22,Suicide-related,D32,No,7
2015,December,Sunday,4,Person in Crisis,D11,No,68
2015,May,Sunday,19,Person in Crisis,D51,Yes,26
2014,July,Sunday,15,Person in Crisis,D12,No,133
2014,March,Monday,16,Overdose,D52,No,109
2015,February,Friday,4,Person in Crisis,D33,No,68
2015,April,Sunday,10,Person in Crisis,D33,Yes,41
2015,February,Saturday,11,Person in Crisis,D13,No,126
2014,March,Saturday,17,Overdose,D14,No,140
2014,January,Wednesday,12,Overdose,D42,No,89
2014,September,Tuesday,4,Overdose,D11,Yes,95
2015,November,Wednesday,6,Person in Crisis,D22,No,77
2014,July,Sunday,13,Suicide-related,D42,No,26
2014,April,Friday,13,Person in Crisis,D32,No,74
2015,June,Monday,8,Overdose,D52,Yes,43
2014,July,Wednesday,0,Person in Crisis,D12,No,28
2015,July,Saturday,1,Person in Crisis,D51,No,11
2014,May,Friday,12,Overdose,D32,No,109
2014,August,Wednesday,21,Suicide-related,D55,No,14
2014,August,Sunday,5,Suicide-related,D53,Yes,74
2014,September,Monday,5,Person in Crisis,D52,No,89
2014,May,Thursday,19,Person in Crisis,D22,No,63
2015,May,Friday,13,Overdose,D23,No,44
2015,April,Sunday,5,Suicide-related,D55,No,45
2015,December,Friday,14,Suicide-related,D51,No,104
2014,August,Monday,11,Suicide-related,D51,Yes,58
2015,September,Wednesday,22,Overdose,D51,No,130
2014,December,Thursday,23,Suicide-related,D33,No,66
2014,January,Saturday,15,Suicide-related,D23,Yes,94
2015,May,Sunday,11,Suicide-related,D55,No,132
2014,January,Monday,9,Suicide-related,D33,Yes,97
2014,July,Tuesday,1,Suicide-related,D41,Yes,63
2015,October,Saturday,5,Person in Crisis,D43,No,104
2015,December,Tuesday,0,Suicide-related,D33,No,51
2015,October,Sunday,9,Overdose,D42,Yes,52
2015,November,Monday,11,Suicide-related,D43,No,55
2014,December,Wednesday,7,Suicide-related,D13,No,85
2014,February,Thursday,18,Suicide-related,D14,Yes,53
2014,January,Wednesday,12,Suicide-related,D14,No,64
2014,April,Tuesday,5,Overdose,D55,No,50
2015,June,Wednesday,14,Person in Crisis,D23,No,41
2015,October,Thursday,3,Suicide-related,D32,No,60
2015,November,Friday,17,Suicide-related,D41,Yes,66
2015,February,Tuesday,8,Person in Crisis,D11,No,48
2015,December,Tuesday,12,Suicide-related,D22,No,105
2015,May,Thursday,13,Suicide-related,D14,No,19
2014,September,Wednesday,9,Overdose,D54,No,88
2014,September,Thursday,22,Suicide-related,D33,No,95
2014,August,Saturday,2,Overdose,D33,No,25
2015,November,Monday,12,Overdose,D11,No,33
2015,March,Friday,1,Overdose,D11,Yes,2
2014,April,Friday,11,Overdose,D54,Yes,46
2015,June,Monday,5,Suicide-related,D13,Yes,10
2015,June,Saturday,19,Overdose,D31,No,36
2014,December,Saturday,9,Suicide-related,D33,No,83
2014,July,Friday,14,Suicide-related,D31,No,20
2015,April,Sunday,7,Suicide-related,D14,Yes,44
2015,November,Thursday,10,Suicide-related,D41,Yes,59
2015,April,Monday,17,Person in Crisis,D55,No,97
2014,January,Tuesday,15,Person in Crisis,D22,Yes,62
2014,December,Thursday,17,Person in Crisis,D53,No,56
2014,September,Wednesday,0,Person in Crisis,D11,Yes,128
2014,October,Sunday,21,Overdose,D55,No,95
2014,June,Sunday,20,Overdose,D23,No,93
2015,May,Thursday,18,Person in Crisis,D11,No,34
2014,March,Saturday,15,Person in Crisis,D31,Yes,96
2015,May,Wednesday,0,Suicide-related,D54,Yes,33
2015,February,Sunday,21,Person in Crisis,D51,No,41
2015,May,Saturday,7,Suicide-related,D23,Yes,74
2015,November,Saturday,5,Overdose,D52,No,59
2014,July,Monday,15,Person in Crisis,D14,No,135
2014,June,Monday,17,Overdose,D23,Yes,4
2014,October,Monday,0,Person in Crisis,D54,No,130
2015,January,Monday,2,Overdose,D53,No,99
2014,July,Friday,21,Person in Crisis,D12,No,81
2015,January,Thursday,7,Suicide-related,D53,Yes,116
2015,November,Friday,16,Person in Crisis,D55,Yes,85
2015,May,Monday,18,Person in Crisis,D33,No,107
2015,August,Monday,17,Person in Crisis,D55,No,9
2014,August,Thursday,23,Person in Crisis,D55,No,81
2014,June,Wednesday,7,Person in Crisis,D54,No,139
2015,September,Monday,23,Person in Crisis,D42,No,29
2015,December,Friday,0,Overdose,D53,No,130
2014,September,Saturday,11,Suicide-related,D53,No,20
2014,March,Sunday,5,Overdose,D13,No,32
2014,March,Friday,11,Suicide-related,D23,Yes,29
2015,November,Thursday,22,Suicide-related,D23,No,48
2014,April,Wednesday,4,Overdose,D52,No,75
2015,November,Tuesday,23,Overdose,D31,No,33
2014,August,Thursday,22,Suicide-related,D52,Yes,18
2014,March,Monday,14,Overdose,D14,No,47
2014,February,Sunday,22,Overdose,D33,No,90
2014,November,Wednesday,8,Overdose,D43,Yes,18
2014,February,Monday,2,Overdose,D23,No,139
2015,July,Sunday,9,Overdose,D32,No,41
2015,August,Wednesday,7,Overdose,D12,No,94
2015,October,Tuesday,22,Person in Crisis,D43,No,73
2015,October,Monday,3,Suicide-related,D11,Yes,86
2014,October,Tuesday,7,Overdose,D12,Yes,7
2015,February,Friday,9,Person in Crisis,D42,No,63
2015,November,Tuesday,6,Person in Crisis,D11,No,77
2014,February,Thursday,0,Person in Crisis,D41,No,10
2014,February,Friday,14,Suicide-related,D52,No,20
2014,September,Wednesday,22,Person in Crisis,D23,No,57
2015,July,Sunday,8,Person in Crisis,D22,Yes,51
2014,July,Tuesday,17,Suicide-related,D52,Yes,64
2014,May,Saturday,4,Overdose,D54,No,135
2014,September,Friday,17,Suicide-related,D55,No,121
2015,August,Saturday,4,Suicide-related,D43,No,135
2015,August,Thursday,5,Person in Crisis,D14,No,106
2014,January,Thursday,9,Person in Crisis,D54,No,66
2015,May,Saturday,22,Overdose,D14,No,84
2015,February,Wednesday,1,Suicide-related,D42,No,55
2015,May,Saturday,9,Overdose,D43,No,125
2014,July,Sunday,12,Overdose,D41,No,105
2014,July,Saturday,14,Suicide-related,D54,No,3
2015,May,Monday,18,Suicide-related,D51,No,51
2015,February,Friday,21,Person in Crisis,D41,Yes,1
2015,February,Wednesday,4,Suicide-related,D14,No,26
2014,March,Monday,2,Suicide-related,D13,No,22
2015,January,Friday,8,Person in Crisis,D31,No,114
2015,March,Sunday,0,Overdose,D31,Yes,16
2014,December,Wednesday,0,Suicide-related,D54,No,75
2015,January,Monday,16,Person in Crisis,D42,No,106
2015,September,Saturday,5,Person in Crisis,D55,No,115
2014,February,Sunday,17,Suicide-related,D32,No,139
2014,December,Wednesday,2,Suicide-related,D51,Yes,35
2015,January,Monday,22,Overdose,D14,No,137
2015,May,Thursday,23,Suicide-related,D52,Yes,84
2014,December,Saturday,22,Overdose,D31,No,17
2014,September,Monday,15,Suicide-related,D53,No,55
2015,May,Sunday,5,Suicide-related,D11,No,94
2014,April,Tuesday,1,Overdose,D11,No,138
2015,December,Tuesday,18,Overdose,D23,No,127
2015,November,Sunday,16,Person in Crisis,D12,Yes,51
2015,December,Saturday,0,Overdose,D11,No,39
2014,November,Monday,13,Person in Crisis,D52,Yes,27
2014,November,Saturday,8,Person in Crisis,D42,No,133
2014,May,Wednesday,11,Suicide-related,D52,No,113
2014,March,Wednesday,3,Suicide-related,D42,No,34
2014,December,Friday,9,Overdose,D54,Yes,26
2015,September,Thursday,23,Suicide-related,D53,Yes,131
2015,December,Tuesday,1,Suicide-related,D11,No,50
2015,July,Monday,8,Overdose,D32,No,40
2015,January,Tuesday,16,Suicide-related,D14,Yes,85
2015,January,Friday,21,Suicide-related,D41,No,76
2015,February,Sunday,7,Person in Crisis,D52,No,113
2014,September,Saturday,11,Overdose,D52,No,42
2015,January,Monday,16,Person in Crisis,D42,No,120
2015,May,Monday,17,Suicide-related,D23,No,15
2015,March,Monday,15,Overdose,D52,No,48
2014,May,Wednesday,10,Suicide-related,D55,No,64
2014,November,Saturday,13,Suicide-related,D22,No,32
2014,December,Thursday,17,Overdose,D12,No,42
2015,June,Saturday,3,Overdose,D51,No,18
2014,March,Tuesday,4,Suicide-related,D23,No,120
2014,April,Wednesday,12,Suicide-related,D32,No,47
2015,May,Sunday,17,Suicide-related,D54,No,112
2014,August,Tuesday,23,Person in Crisis,D22,No,66
2014,December,Thursday,2,Overdose,D53,Yes,88
2014,September,Wednesday,18,Person in Crisis,D51,No,90
2014,March,Sunday,21,Overdose,D12,No,140
2014,March,Wednesday,9,Person in Crisis,D22,No,31
2015,November,Sunday,21,Overdose,D31,No,28
2015,June,Saturday,13,Suicide-related,D11,No,131
2015,June,Wednesday,18,Person in Crisis,D52,No,67
2015,July,Wednesday,17,Suicide-related,D41,No,54
